order_id,customer_id,order_date,order_value,signup_date,region,customer_segment,payment_id,payment_date,payment_status,total_tickets,last_ticket_date
99,11,2024-12-04,1190,2024-07-23,South,Individual,99,2024-12-05,PENDING,2.0,2025-05-28
100,11,2025-10-30,1913,2024-07-23,South,Individual,100,2025-11-01,PENDING,2.0,2025-05-28
101,11,2023-03-22,2529,2024-07-23,South,Individual,101,2023-03-23,SUCCESS,2.0,2025-05-28
102,11,2025-06-15,4099,2024-07-23,South,Individual,102,2025-06-17,SUCCESS,2.0,2025-05-28
103,11,2025-12-09,4782,2024-07-23,South,Individual,103,2025-12-11,SUCCESS,2.0,2025-05-28
104,11,2023-11-22,3481,2024-07-23,South,Individual,104,2023-11-25,SUCCESS,2.0,2025-05-28
105,11,2025-02-02,2817,2024-07-23,South,Individual,105,2025-02-05,SUCCESS,2.0,2025-05-28
106,11,2025-03-04,3848,2024-07-23,South,Individual,106,2025-03-05,SUCCESS,2.0,2025-05-28
107,11,2024-11-23,928,2024-07-23,South,Individual,107,2024-11-25,FAILED,2.0,2025-05-28
108,11,2024-11-16,1039,2024-07-23,South,Individual,108,2024-11-17,SUCCESS,2.0,2025-05-28
109,12,2023-07-13,46566,2023-11-23,East,Enterprise,109,2023-07-14,FAILED,6.0,2026-01-03
110,12,2025-03-02,28621,2023-11-23,East,Enterprise,110,2025-03-05,SUCCESS,6.0,2026-01-03
111,12,2024-05-31,49498,2023-11-23,East,Enterprise,111,2024-05-31,SUCCESS,6.0,2026-01-03
112,12,2023-11-04,31847,2023-11-23,East,Enterprise,112,2023-11-06,SUCCESS,6.0,2026-01-03
113,12,2023-06-16,48190,2023-11-23,East,Enterprise,113,2023-06-19,FAILED,6.0,2026-01-03
114,12,2023-10-17,32925,2023-11-23,East,Enterprise,114,2023-10-18,SUCCESS,6.0,2026-01-03
115,12,2024-09-27,35687,2023-11-23,East,Enterprise,115,2024-09-28,SUCCESS,6.0,2026-01-03
116,12,2023-09-22,48996,2023-11-23,East,Enterprise,116,2023-09-25,SUCCESS,6.0,2026-01-03
117,12,2023-06-23,30288,2023-11-23,East,Enterprise,117,2023-06-23,SUCCESS,6.0,2026-01-03
118,12,2025-02-10,31527,2023-11-23,East,Enterprise,118,2025-02-10,SUCCESS,6.0,2026-01-03
119,13,2025-12-14,5062,2024-11-27,West,SMB,119,2025-12-16,PENDING,0.0,
120,14,2025-05-17,4665,2023-11-15,North,Individual,120,2025-05-18,SUCCESS,2.0,2025-10-23
121,14,2025-01-11,649,2023-11-15,North,Individual,121,2025-01-12,SUCCESS,2.0,2025-10-23
122,14,2025-01-12,3030,2023-11-15,North,Individual,122,2025-01-12,SUCCESS,2.0,2025-10-23
123,14,2024-01-05,2254,2023-11-15,North,Individual,123,2024-01-08,PENDING,2.0,2025-10-23
124,14,2024-11-30,4483,2023-11-15,North,Individual,124,2024-12-02,SUCCESS,2.0,2025-10-23
125,14,2024-01-29,2355,2023-11-15,North,Individual,125,2024-01-29,SUCCESS,2.0,2025-10-23
126,14,2023-10-09,1769,2023-11-15,North,Individual,126,2023-10-09,SUCCESS,2.0,2025-10-23
127,14,2023-06-08,2923,2023-11-15,North,Individual,127,2023-06-11,SUCCESS,2.0,2025-10-23
128,14,2023-07-27,4658,2023-11-15,North,Individual,128,2023-07-28,SUCCESS,2.0,2025-10-23
129,14,2026-01-10,4813,2023-11-15,North,Individual,129,2026-01-10,SUCCESS,2.0,2025-10-23
130,14,2023-03-19,3258,2023-11-15,North,Individual,130,2023-03-21,SUCCESS,2.0,2025-10-23
131,14,2023-09-26,3586,2023-11-15,North,Individual,131,2023-09-27,SUCCESS,2.0,2025-10-23
132,14,2023-11-12,1829,2023-11-15,North,Individual,132,2023-11-14,PENDING,2.0,2025-10-23
133,14,2024-01-06,1856,2023-11-15,North,Individual,133,2024-01-06,PENDING,2.0,2025-10-23
134,14,2025-06-15,857,2023-11-15,North,Individual,134,2025-06-16,SUCCESS,2.0,2025-10-23
135,14,2025-04-21,3484,2023-11-15,North,Individual,135,2025-04-23,SUCCESS,2.0,2025-10-23
136,14,2024-05-01,4138,2023-11-15,North,Individual,136,2024-05-03,FAILED,2.0,2025-10-23
137,14,2024-08-06,4177,2023-11-15,North,Individual,137,2024-08-09,SUCCESS,2.0,2025-10-23
138,14,2024-04-24,4874,2023-11-15,North,Individual,138,2024-04-26,SUCCESS,2.0,2025-10-23
139,14,2024-05-04,3035,2023-11-15,North,Individual,139,2024-05-06,SUCCESS,2.0,2025-10-23
140,14,2025-08-18,2089,2023-11-15,North,Individual,140,2025-08-21,SUCCESS,2.0,2025-10-23
141,14,2025-01-23,4109,2023-11-15,North,Individual,141,2025-01-25,PENDING,2.0,2025-10-23
142,14,2025-08-03,2808,2023-11-15,North,Individual,142,2025-08-04,SUCCESS,2.0,2025-10-23
143,14,2025-02-21,4619,2023-11-15,North,Individual,143,2025-02-21,SUCCESS,2.0,2025-10-23
144,14,2025-12-16,3929,2023-11-15,North,Individual,144,2025-12-17,SUCCESS,2.0,2025-10-23
145,14,2023-11-28,2135,2023-11-15,North,Individual,145,2023-11-28,SUCCESS,2.0,2025-10-23
146,14,2023-10-11,2548,2023-11-15,North,Individual,146,2023-10-12,SUCCESS,2.0,2025-10-23
147,14,2023-04-17,4436,2023-11-15,North,Individual,147,2023-04-19,SUCCESS,2.0,2025-10-23
148,14,2025-01-30,1340,2023-11-15,North,Individual,148,2025-01-31,SUCCESS,2.0,2025-10-23
149,14,2025-11-22,1521,2023-11-15,North,Individual,149,2025-11-24,SUCCESS,2.0,2025-10-23
150,14,2024-08-06,1187,2023-11-15,North,Individual,150,2024-08-06,SUCCESS,2.0,2025-10-23
151,14,2023-11-25,2734,2023-11-15,North,Individual,151,2023-11-26,SUCCESS,2.0,2025-10-23
152,14,2025-07-09,4705,2023-11-15,North,Individual,152,2025-07-12,SUCCESS,2.0,2025-10-23
153,14,2023-10-29,4083,2023-11-15,North,Individual,153,2023-10-31,SUCCESS,2.0,2025-10-23
154,14,2023-07-07,2318,2023-11-15,North,Individual,154,2023-07-09,SUCCESS,2.0,2025-10-23
155,14,2025-07-12,3363,2023-11-15,North,Individual,155,2025-07-15,SUCCESS,2.0,2025-10-23
156,14,2023-02-24,3898,2023-11-15,North,Individual,156,2023-02-25,SUCCESS,2.0,2025-10-23
157,14,2023-04-20,3747,2023-11-15,North,Individual,157,2023-04-21,SUCCESS,2.0,2025-10-23
158,14,2025-10-25,3563,2023-11-15,North,Individual,158,2025-10-25,SUCCESS,2.0,2025-10-23
159,14,2024-04-27,3663,2023-11-15,North,Individual,159,2024-04-28,SUCCESS,2.0,2025-10-23
160,15,2025-02-06,2339,2024-11-20,South,Individual,160,2025-02-07,SUCCESS,6.0,2026-01-25
161,15,2023-02-27,3110,2024-11-20,South,Individual,161,2023-02-27,SUCCESS,6.0,2026-01-25
162,15,2023-07-22,3246,2024-11-20,South,Individual,162,2023-07-23,SUCCESS,6.0,2026-01-25
163,15,2023-10-27,1627,2024-11-20,South,Individual,163,2023-10-28,SUCCESS,6.0,2026-01-25
164,15,2023-03-20,2850,2024-11-20,South,Individual,164,2023-03-21,SUCCESS,6.0,2026-01-25
165,15,2025-08-25,1636,2024-11-20,South,Individual,165,2025-08-28,SUCCESS,6.0,2026-01-25
166,15,2025-08-18,4174,2024-11-20,South,Individual,166,2025-08-18,SUCCESS,6.0,2026-01-25
167,15,2023-01-11,1149,2024-11-20,South,Individual,167,2023-01-13,SUCCESS,6.0,2026-01-25
168,15,2023-02-08,2596,2024-11-20,South,Individual,168,2023-02-08,SUCCESS,6.0,2026-01-25
169,15,2024-03-17,1724,2024-11-20,South,Individual,169,2024-03-17,FAILED,6.0,2026-01-25
170,15,2026-01-28,4823,2024-11-20,South,Individual,170,2026-01-29,SUCCESS,6.0,2026-01-25
171,15,2025-05-16,1410,2024-11-20,South,Individual,171,2025-05-19,SUCCESS,6.0,2026-01-25
172,15,2024-08-13,2446,2024-11-20,South,Individual,172,2024-08-16,SUCCESS,6.0,2026-01-25
173,15,2024-09-08,1498,2024-11-20,South,Individual,173,2024-09-11,SUCCESS,6.0,2026-01-25
174,15,2023-04-08,2453,2024-11-20,South,Individual,174,2023-04-10,SUCCESS,6.0,2026-01-25
175,15,2025-05-09,4244,2024-11-20,South,Individual,175,2025-05-11,SUCCESS,6.0,2026-01-25
176,15,2023-05-09,1408,2024-11-20,South,Individual,176,2023-05-09,FAILED,6.0,2026-01-25
177,15,2025-10-20,4891,2024-11-20,South,Individual,177,2025-10-21,SUCCESS,6.0,2026-01-25
178,15,2023-02-03,4721,2024-11-20,South,Individual,178,2023-02-06,FAILED,6.0,2026-01-25
179,15,2024-05-10,1676,2024-11-20,South,Individual,179,2024-05-13,SUCCESS,6.0,2026-01-25
180,15,2024-08-19,4016,2024-11-20,South,Individual,180,2024-08-22,SUCCESS,6.0,2026-01-25
181,15,2023-01-04,3390,2024-11-20,South,Individual,181,2023-01-07,SUCCESS,6.0,2026-01-25
182,16,2025-05-03,2034,2023-07-09,East,Individual,182,2025-05-05,PENDING,1.0,2025-02-19
183,16,2023-06-25,4788,2023-07-09,East,Individual,183,2023-06-27,SUCCESS,1.0,2025-02-19
184,16,2025-01-08,1054,2023-07-09,East,Individual,184,2025-01-10,SUCCESS,1.0,2025-02-19
185,16,2025-12-13,4957,2023-07-09,East,Individual,185,2025-12-13,SUCCESS,1.0,2025-02-19
186,16,2025-11-05,4658,2023-07-09,East,Individual,186,2025-11-06,SUCCESS,1.0,2025-02-19
187,16,2023-02-11,3698,2023-07-09,East,Individual,187,2023-02-12,SUCCESS,1.0,2025-02-19
188,16,2025-08-20,856,2023-07-09,East,Individual,188,2025-08-22,SUCCESS,1.0,2025-02-19
189,16,2025-03-03,3558,2023-07-09,East,Individual,189,2025-03-04,SUCCESS,1.0,2025-02-19
190,16,2024-06-03,633,2023-07-09,East,Individual,190,2024-06-06,SUCCESS,1.0,2025-02-19
191,16,2025-01-01,1053,2023-07-09,East,Individual,191,2025-01-04,SUCCESS,1.0,2025-02-19
192,16,2024-12-07,2475,2023-07-09,East,Individual,192,2024-12-10,SUCCESS,1.0,2025-02-19
193,16,2023-08-01,3223,2023-07-09,East,Individual,193,2023-08-03,SUCCESS,1.0,2025-02-19
194,16,2023-10-01,863,2023-07-09,East,Individual,194,2023-10-01,SUCCESS,1.0,2025-02-19
195,16,2024-12-22,4972,2023-07-09,East,Individual,195,2024-12-25,FAILED,1.0,2025-02-19
196,16,2024-11-24,1934,2023-07-09,East,Individual,196,2024-11-26,SUCCESS,1.0,2025-02-19
197,16,2025-08-09,4420,2023-07-09,East,Individual,197,2025-08-10,SUCCESS,1.0,2025-02-19
198,16,2024-01-09,1604,2023-07-09,East,Individual,198,2024-01-09,SUCCESS,1.0,2025-02-19
199,16,2023-05-10,4249,2023-07-09,East,Individual,199,2023-05-12,SUCCESS,1.0,2025-02-19
200,16,2023-03-17,2903,2023-07-09,East,Individual,200,2023-03-20,SUCCESS,1.0,2025-02-19
201,16,2024-02-17,858,2023-07-09,East,Individual,201,2024-02-19,SUCCESS,1.0,2025-02-19
202,16,2024-02-13,843,2023-07-09,East,Individual,202,2024-02-16,SUCCESS,1.0,2025-02-19
203,16,2024-10-08,3040,2023-07-09,East,Individual,203,2024-10-09,SUCCESS,1.0,2025-02-19
204,16,2025-11-21,3762,2023-07-09,East,Individual,204,2025-11-22,SUCCESS,1.0,2025-02-19
205,16,2026-01-17,4378,2023-07-09,East,Individual,205,2026-01-20,SUCCESS,1.0,2025-02-19
206,16,2024-06-02,799,2023-07-09,East,Individual,206,2024-06-04,SUCCESS,1.0,2025-02-19
207,16,2024-01-27,2843,2023-07-09,East,Individual,207,2024-01-28,SUCCESS,1.0,2025-02-19
208,16,2025-01-01,891,2023-07-09,East,Individual,208,2025-01-01,SUCCESS,1.0,2025-02-19
209,17,2024-07-13,1519,2023-07-18,West,Individual,209,2024-07-14,SUCCESS,1.0,2025-04-02
210,17,2025-01-23,4079,2023-07-18,West,Individual,210,2025-01-26,SUCCESS,1.0,2025-04-02
211,18,2025-06-19,14669,2024-12-05,West,SMB,211,2025-06-21,SUCCESS,4.0,2026-01-24
212,18,2024-11-25,8121,2024-12-05,West,SMB,212,2024-11-26,SUCCESS,4.0,2026-01-24
213,18,2025-10-13,18302,2024-12-05,West,SMB,213,2025-10-13,SUCCESS,4.0,2026-01-24
214,18,2025-01-22,19015,2024-12-05,West,SMB,214,2025-01-24,SUCCESS,4.0,2026-01-24
215,18,2024-06-30,4707,2024-12-05,West,SMB,215,2024-07-02,SUCCESS,4.0,2026-01-24
216,18,2025-05-19,4586,2024-12-05,West,SMB,216,2025-05-19,FAILED,4.0,2026-01-24
217,18,2025-05-31,7913,2024-12-05,West,SMB,217,2025-06-02,SUCCESS,4.0,2026-01-24
218,18,2026-01-22,11626,2024-12-05,West,SMB,218,2026-01-24,SUCCESS,4.0,2026-01-24
219,18,2024-10-19,5361,2024-12-05,West,SMB,219,2024-10-19,SUCCESS,4.0,2026-01-24
220,18,2023-06-13,12745,2024-12-05,West,SMB,220,2023-06-15,SUCCESS,4.0,2026-01-24
221,18,2024-08-28,12043,2024-12-05,West,SMB,221,2024-08-28,SUCCESS,4.0,2026-01-24
222,19,2025-05-22,1865,2023-03-30,East,Individual,222,2025-05-24,SUCCESS,3.0,2025-11-22
223,19,2025-06-28,3379,2023-03-30,East,Individual,223,2025-07-01,SUCCESS,3.0,2025-11-22
224,19,2025-07-04,846,2023-03-30,East,Individual,224,2025-07-07,SUCCESS,3.0,2025-11-22
225,19,2024-12-23,4063,2023-03-30,East,Individual,225,2024-12-23,SUCCESS,3.0,2025-11-22
226,19,2024-07-16,969,2023-03-30,East,Individual,226,2024-07-18,SUCCESS,3.0,2025-11-22
227,19,2023-06-03,3827,2023-03-30,East,Individual,227,2023-06-05,SUCCESS,3.0,2025-11-22
228,19,2025-01-14,4703,2023-03-30,East,Individual,228,2025-01-14,SUCCESS,3.0,2025-11-22
229,19,2023-11-24,755,2023-03-30,East,Individual,229,2023-11-24,SUCCESS,3.0,2025-11-22
230,19,2023-10-20,4089,2023-03-30,East,Individual,230,2023-10-23,SUCCESS,3.0,2025-11-22
231,19,2023-03-13,1534,2023-03-30,East,Individual,231,2023-03-16,SUCCESS,3.0,2025-11-22
232,19,2023-05-18,2433,2023-03-30,East,Individual,232,2023-05-21,FAILED,3.0,2025-11-22
233,19,2025-01-20,3466,2023-03-30,East,Individual,233,2025-01-21,SUCCESS,3.0,2025-11-22
234,20,2023-03-08,1756,2023-09-13,East,Individual,234,2023-03-11,SUCCESS,0.0,
235,20,2025-07-10,3538,2023-09-13,East,Individual,235,2025-07-10,SUCCESS,0.0,
236,21,2025-06-28,4519,2023-06-11,West,SMB,236,2025-06-28,SUCCESS,0.0,
237,21,2023-10-09,19349,2023-06-11,West,SMB,237,2023-10-11,SUCCESS,0.0,
238,22,2025-03-26,3075,2025-01-10,North,Individual,238,2025-03-26,SUCCESS,5.0,2026-01-07
239,22,2024-07-24,2544,2025-01-10,North,Individual,239,2024-07-25,SUCCESS,5.0,2026-01-07
240,22,2023-08-21,712,2025-01-10,North,Individual,240,2023-08-22,SUCCESS,5.0,2026-01-07
241,22,2024-01-17,4588,2025-01-10,North,Individual,241,2024-01-18,SUCCESS,5.0,2026-01-07
242,22,2025-11-26,3670,2025-01-10,North,Individual,242,2025-11-26,SUCCESS,5.0,2026-01-07
243,22,2023-08-30,2644,2025-01-10,North,Individual,243,2023-09-02,SUCCESS,5.0,2026-01-07
244,22,2024-06-17,4155,2025-01-10,North,Individual,244,2024-06-17,SUCCESS,5.0,2026-01-07
245,22,2024-03-15,2839,2025-01-10,North,Individual,245,2024-03-15,SUCCESS,5.0,2026-01-07
246,22,2025-10-02,2139,2025-01-10,North,Individual,246,2025-10-05,FAILED,5.0,2026-01-07
247,22,2023-09-09,1611,2025-01-10,North,Individual,247,2023-09-09,SUCCESS,5.0,2026-01-07
248,23,2025-07-14,1914,2023-05-23,South,Individual,248,2025-07-16,SUCCESS,0.0,
249,23,2025-06-30,1219,2023-05-23,South,Individual,249,2025-06-30,SUCCESS,0.0,
250,23,2024-10-16,3346,2023-05-23,South,Individual,250,2024-10-18,SUCCESS,0.0,
251,23,2023-05-13,4941,2023-05-23,South,Individual,251,2023-05-14,SUCCESS,0.0,
252,23,2024-08-17,2957,2023-05-23,South,Individual,252,2024-08-17,SUCCESS,0.0,
253,23,2023-11-19,1926,2023-05-23,South,Individual,253,2023-11-21,SUCCESS,0.0,
254,24,2025-11-07,2336,2024-04-11,West,Individual,254,2025-11-09,SUCCESS,4.0,2025-03-22
255,24,2023-09-06,2146,2024-04-11,West,Individual,255,2023-09-07,SUCCESS,4.0,2025-03-22
256,24,2023-10-12,2439,2024-04-11,West,Individual,256,2023-10-14,SUCCESS,4.0,2025-03-22
257,24,2025-10-08,715,2024-04-11,West,Individual,257,2025-10-08,SUCCESS,4.0,2025-03-22
258,24,2025-01-09,3522,2024-04-11,West,Individual,258,2025-01-12,SUCCESS,4.0,2025-03-22
259,24,2025-08-15,1563,2024-04-11,West,Individual,259,2025-08-18,SUCCESS,4.0,2025-03-22
